Label	Weight	Text
l_general	1.520833	select my current location
l_general	1.520833	i like the third choice
l_general	1.520833	help
l_general	1.520833	open help
l_general	1.520833	i ' m at home
l_general	1.520833	distance from taco bell to my location
l_general	1.520833	display weekend plans
l_general	1.520833	previous one please
l_general	1.520833	uani street
l_general	1.520833	select the bottom choice
l_general	1.520833	neither one of them
l_general	1.520833	never mind cancel that
l_general	1.520833	get for me rilo eagle street address
l_general	1.520833	i need help
l_general	1.520833	nothing never mind
l_general	1.520833	address to city of atlanta corrections
l_general	1.520833	can you help me
l_general	1.520833	opt for last
l_general	1.520833	check friday at 9 am
l_general	1.520833	total rewards
l_general	1.520833	save the date may 17 pictures party
l_general	1.520833	check lee ' s calender
l_general	1.520833	i need some assist
l_general	1.520833	add a new task finish assignment
l_general	1.520833	back please
l_general	1.520833	opt for the lower choice
l_general	1.520833	hey stop
l_general	1.520833	what's the next 2
l_general	1.520833	holomap stockholm metro (3d map) please
l_general	1.520833	get back to last
l_general	1.520833	okay i got it
l_general	1.520833	who can help me
l_general	1.520833	shut up quiet
l_general	1.520833	no cancel
l_general	1.520833	come on stop
l_general	1.520833	put applebee ' s on favorite list
l_general	1.520833	finished
l_general	1.520833	show the next 4 items
l_general	1.520833	customer service
l_general	1.520833	some help
l_general	1.520833	i want fourth
l_general	1.520833	just cancel it
l_general	1.520833	quiet
l_general	1.520833	restart it
l_general	1.520833	and after that
l_general	1.520833	is there any real person
l_general	1.520833	i want to choose lower right
l_general	1.520833	turn off stop
l_general	1.520833	immigration
l_general	1.520833	i want right one
l_general	1.520833	sick oof
l_general	1.520833	recommend benefits
l_general	1.520833	add friends to party list in memos
l_general	1.520833	ok stop stop
l_general	1.520833	yes .
l_general	1.520833	back
l_general	1.520833	go forward
l_general	1.520833	i am confirming keeping all items on lists
l_general	1.520833	a new note please
l_general	1.520833	say again please
l_general	1.520833	stop please
l_general	1.520833	show more
l_general	1.520833	choose the bottom left
l_general	1.520833	go back to last one
l_general	1.520833	calendar i ' ll be at the garage from 8 till 3 this saturday
l_general	1.520833	choose the upper left choice
l_general	1.520833	human service
l_general	1.520833	apply leave
l_general	1.520833	opt for left
l_general	1.520833	go back to the last one
l_general	1.520833	finish
l_general	1.520833	sorry, don't do it
l_general	1.520833	go back on
l_general	1.520833	i need manual customer service
l_general	1.520833	i want to talk to a human
l_general	1.520833	can you clear mom note
l_general	1.520833	opt for the left one
l_general	1.520833	go away
l_general	1.520833	tell me the event details
l_general	1.520833	to buy list
l_general	1.520833	is there any real human
l_general	1.520833	choose anyone
l_general	1.520833	dismiss
l_general	1.520833	no shut up
l_general	1.520833	none of those
l_general	1.520833	how to do it
l_general	1.520833	what after that
l_general	1.520833	show me samuel ' s availability for tuesday morning
l_general	1.520833	add imax theater to my upcoming events
l_general	1.520833	repeat
l_general	1.520833	go to the previous one
l_general	1.520833	it's finished
l_general	1.520833	please help
l_general	1.520833	go back to
l_general	1.520833	" cancel all entries in the people to call " " note " " "
l_general	1.520833	say that again
l_general	1.520833	where i am driving right now
l_general	1.520833	mark state parks as favorite
l_general	1.520833	any of it
l_general	1.520833	pardon
l_general	1.520833	select the last choice
l_general	1.520833	is there any help
l_general	1.520833	exit stop
l_general	1.520833	add mark to guest list
l_general	1.520833	how can i clear my notes
l_general	1.520833	display the fastest way to san antonio from austin
l_general	1.520833	never mind cancel
l_general	1.520833	move to the next one
l_general	1.520833	neither one
l_general	1.520833	i want third one
l_general	1.520833	select no.5
l_general	1.520833	tar
l_general	1.520833	i want left
l_general	1.520833	time & absense
l_general	1.520833	i want the left
l_general	1.520833	legal
l_general	1.520833	no no cancel it
l_general	1.520833	i like the first one
l_general	1.520833	go to the next one
l_general	1.520833	select the upper right
l_general	1.520833	add oatmeal to shopping list .
l_general	1.520833	choose last one
l_general	1.520833	please clear the untitled notes for me
l_general	1.520833	waffles recipe is my new note to be created
l_general	1.520833	get back
l_general	1.520833	choose one of it randomly
l_general	1.520833	discounts
l_general	1.520833	bend oregon exotic restaurants please
l_general	1.520833	it ' s okay from me
l_general	1.520833	attorney
l_general	1.520833	go back please
l_general	1.520833	i have not heard
l_general	1.520833	b forty nine bus map brooklyn
