Label	Weight	Text
l_general	1.641026	calendar i ' ll be at the garage from 8 till 3 this saturday
l_general	1.641026	add my current location as home
l_general	1.641026	nashville humane society rover please
l_general	1.641026	i want more
l_general	1.641026	what before that
l_general	1.641026	where i am driving right now
l_general	1.641026	sorry, don't do it
l_general	1.641026	pardon
l_general	1.641026	distance from taco bell to my location
l_general	1.641026	check lee ' s calender
l_general	1.641026	no cancel that
l_general	1.641026	they look bad, can you give me other choices
l_general	1.641026	a new note of name business solutions
l_general	1.641026	display the fastest crossing across the sahara desert
l_general	1.641026	be quiet
l_general	1.641026	add a new task finish assignment
l_general	1.641026	tacoma please
l_general	1.641026	opt for left
l_general	1.641026	what about the last
l_general	1.641026	go back please
l_general	1.641026	oh don't do that
l_general	1.641026	no cancel it
l_general	1.641026	go forward
l_general	1.641026	never mind stop
l_general	1.641026	create my favorites note
l_general	1.641026	show me the next
l_general	1.641026	i want the right one
l_general	1.641026	back to
l_general	1.641026	ok stop stop
l_general	1.641026	please return
l_general	1.641026	none of them thank you
l_general	1.641026	type in notepad
l_general	1.641026	can you help me
l_general	1.641026	opt for the lower choice
l_general	1.641026	i have not heard
l_general	1.641026	quiet now
l_general	1.641026	i want the first
l_general	1.641026	select my current location
l_general	1.641026	how can i get it
l_general	1.641026	display weekend plans
l_general	1.641026	i want neither of them
l_general	1.641026	get back please
l_general	1.641026	i am confirming keeping all items on lists
l_general	1.641026	just cancel it
l_general	1.641026	no never mind
l_general	1.641026	return
l_general	1.641026	back to last
l_general	1.641026	how to do it
l_general	1.641026	bring the previous one
l_general	1.641026	all finished
l_general	1.641026	i want none of them
l_general	1.641026	go back
l_general	1.641026	customer service
l_general	1.641026	choose last one
l_general	1.641026	select the lower one
l_general	1.641026	it ' s okay from me
l_general	1.641026	none none of them
l_general	1.641026	bbq near olympia wa please
l_general	1.641026	schaumburg covenant church schaumburg illinois please
l_general	1.641026	i want right one
l_general	1.641026	any one is ok
l_general	1.641026	show me tomorrow ' s wedding party time
l_general	1.641026	my god shut up
l_general	1.641026	repeat please
l_general	1.641026	cancel never mind
l_general	1.641026	open help
l_general	1.641026	please help
l_general	1.641026	quiet
l_general	1.641026	opt for last
l_general	1.641026	i am done
l_general	1.641026	no no no no stop talking
l_general	1.641026	select upper
l_general	1.641026	at grocery list add milk
l_general	1.641026	i want to choose lower right
l_general	1.641026	add tasks to wunderlist
l_general	1.641026	cancel it
l_general	1.641026	again
l_general	1.641026	be quiet now
l_general	1.641026	who can help me
l_general	1.641026	i want third one
l_general	1.641026	nothing please
l_general	1.641026	start over it
l_general	1.641026	never mind
l_general	1.641026	select any
l_general	1.641026	i mean stop listening
l_general	1.641026	give me some help
l_general	1.641026	calendar for november 1948
l_general	1.641026	is there any help
l_general	1.641026	do nothing
l_general	1.641026	select the last choice
l_general	1.641026	exit exit
l_general	1.641026	opt for a random one
l_general	1.641026	select the right one
l_general	1.641026	go back to last one
l_general	1.641026	i said stop
l_general	1.641026	show me samuel ' s availability for tuesday morning
l_general	1.641026	repeat
l_general	1.641026	display the fastest way to san antonio from austin
l_general	1.641026	i need support
l_general	1.641026	opt for the second
l_general	1.641026	free time this afternoon please
l_general	1.641026	voice activated reading of appointments this week
l_general	1.641026	back
l_general	1.641026	neither of those
l_general	1.641026	previous one
l_general	1.641026	get directions to uniondale high school
l_general	1.641026	what is the previous
l_general	1.641026	nowhere just be quiet
l_general	1.641026	no no go back to
l_general	1.641026	choose top right
l_general	1.641026	choose the upper right one
l_general	1.641026	opt for the left one
l_general	1.641026	restart it
